Région;Ancienne région;Département;Zone d'emploi;EPCI;Nom commune;Commune;Grand secteur d'activité;Secteur NA17;Secteur NA38;Secteur NA88;APE;Code région;Code ancienne région;Code département;Code zone d'emploi;Code EPCI;Code commune;Code APE;Nombre d'établissements 2006;Effectifs salariés 2006;Nombre d'établissements 2007;Effectifs salariés 2007;Nombre d'établissements 2008;Effectifs salariés 2008;Nombre d'établissements 2009;Effectifs salariés 2009;Nombre d'établissements 2010;Effectifs salariés 2010;Nombre d'établissements 2011;Effectifs salariés 2011;Nombre d'établissements 2012;Effectifs salariés 2012;Nombre d'établissements 2013;Effectifs salariés 2013;Nombre d'établissements 2014;Effectifs salariés 2014;Nombre d'établissements 2015;Effectifs salariés 2015;Nombre d'établissements 2016;Effectifs salariés 2016;Nombre d'établissements 2017;Effectifs salariés 2017;Nombre d'établissements 2018;Effectifs salariés 2018;Nombre d'établissements 2019;Effectifs salariés 2019;Nombre d'établissements 2020;Effectifs salariés 2020;Nombre d'établissements 2021;Effectifs salariés 2021;Nombre d'établissements 2022;Effectifs salariés 2022
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4391A Travaux de charpente;28;23;76;2815;247600646;76057;4391A;1;0;1;2;2;3;1;1;1;1;1;3;;;1;1;;;1;1;;;;;;;;;;;1;2;1;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS2 Construction;FZ Construction;FZ Construction;43 Travaux de construction spécialisés;4399A Travaux d'étanchéification;28;23;76;2815;247600646;76057;4399A;;;;;;;;;;;1;1;1;2;1;2;1;2;1;2;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4511Z Commerce de voitures et de véhicules automobiles légers;28;23;76;2815;247600646;76057;4511Z;4;72;6;113;6;114;5;105;5;107;5;101;4;104;4;98;5;108;5;102;6;110;6;120;8;131;9;132;8;127;6;107;6;103
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4519Z Commerce d'autres véhicules automobiles;28;23;76;2815;247600646;76057;4519Z;1;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4520A Entretien et réparation de véhicules automobiles légers;28;23;76;2815;247600646;76057;4520A;4;46;4;53;3;14;4;20;4;16;2;3;3;5;4;8;5;9;7;15;4;6;9;22;9;20;7;20;7;21;8;24;9;24
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4531Z Commerce de gros d'équipements automobiles;28;23;76;2815;247600646;76057;4531Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;5;1;5
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;45 Commerce et réparation d'automobiles et de motocycles;4532Z Commerce de détail d'équipements automobiles;28;23;76;2815;247600646;76057;4532Z;3;21;3;20;4;55;5;50;5;56;5;55;5;45;5;49;5;46;5;52;5;50;4;40;4;37;5;46;4;46;4;50;4;49
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4622Z Commerce de gros (commerce interentreprises) de fleurs et plantes;28;23;76;2815;247600646;76057;4622Z;1;18;1;18;1;17;1;13;1;10;1;10;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4633Z Com. gros produits laitiers, oeufs, huiles & mat. grasses comest.;28;23;76;2815;247600646;76057;4633Z;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4642Z Commerce de gros d'habillement et de chaussures;28;23;76;2815;247600646;76057;4642Z;;;;;;;;;1;6;1;6;1;5;1;6;1;6;1;5;1;4;1;6;1;7;1;7;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4644Z Commerce de gros de vaisselle, verrerie et produits d'entretien;28;23;76;2815;247600646;76057;4644Z;1;2;1;5;1;5;1;4;1;5;1;2;1;3;1;4;1;3;1;3;1;4;1;4;1;3;1;2;1;2;1;2;1;2
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4647Z Commerce de gros de meubles, de tapis et d'appareils d'éclairage;28;23;76;2815;247600646;76057;4647Z;;;;;;;;;;;;;;;;;;;;;;;;;1;31;1;28;1;27;1;35;1;38
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4669C Comm. gros de fournitures & équipts divers pour commerces & sces;28;23;76;2815;247600646;76057;4669C;1;22;1;24;1;23;1;21;1;23;1;24;1;26;1;21;1;22;1;22;1;20;1;17;1;16;1;15;1;16;1;17;2;22
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;46 Commerce de gros, à l'exception des automobiles et des motocycles;4674B Commerce de gros de fournitures pour la plomberie et le chauffage;28;23;76;2815;247600646;76057;4674B;;;;;;;;;1;3;;;;;;;;;;;1;8;1;9;1;14;1;19;1;22;1;23;1;25
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711A Commerce de détail de produits surgelés;28;23;76;2815;247600646;76057;4711A;1;5;1;8;1;7;1;6;1;7;1;6;1;6;1;6;1;6;1;5;1;6;1;6;1;7;1;8;1;13;1;14;1;9
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4711F Hypermarchés;28;23;76;2815;247600646;76057;4711F;1;519;1;516;1;489;1;469;1;430;1;449;1;437;1;419;1;415;1;413;1;425;1;404;1;410;1;409;1;398;1;378;1;367
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4729Z Autres commerces de détail alimentaires en magasin spécialisé;28;23;76;2815;247600646;76057;4729Z;;;;;;;;;;;;;;;;;;;;;1;7;1;5;2;8;1;4;3;8;3;10;5;11
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4730Z Commerce de détail de carburants en magasin spécialisé;28;23;76;2815;247600646;76057;4730Z;1;3;1;2;1;3;1;3;1;3;1;3;1;3;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;3;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4752B Comm. détail de quincaillerie, peintures et verres (mag.> 400 m2);28;23;76;2815;247600646;76057;4752B;2;5;1;4;2;121;2;116;2;128;2;129;2;134;2;134;2;137;2;119;3;126;3;124;3;115;3;122;3;133;4;145;5;143
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4753Z Comm. détail tapis, moquettes & revêts murs & sols (magas. spéc.);28;23;76;2815;247600646;76057;4753Z;2;21;2;19;2;21;2;21;2;21;2;20;2;21;2;20;2;19;2;18;2;17;2;17;2;18;2;17;2;17;2;19;2;18
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4754Z Commerce de détail appareils électroménagers (magasin spécialisé);28;23;76;2815;247600646;76057;4754Z;1;26;1;21;2;44;1;22;2;106;2;99;2;90;2;90;2;80;2;84;2;88;2;79;2;68;2;87;2;93;2;92;2;86
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4772A Commerce de détail de la chaussure;28;23;76;2815;247600646;76057;4772A;4;19;5;27;5;26;6;31;6;27;7;31;6;29;5;24;5;24;6;28;6;26;5;21;4;20;4;24;3;14;3;16;3;18
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4775Z Comm. détail de parfumerie & produits de beauté en magasin spéc.;28;23;76;2815;247600646;76057;4775Z;2;23;4;25;2;21;2;21;2;23;3;24;2;15;2;16;2;17;2;15;2;15;2;15;2;15;2;13;1;14;1;14;1;13
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4778A Commerces de détail d'optique;28;23;76;2815;247600646;76057;4778A;5;26;6;25;7;33;7;34;7;34;7;31;7;28;7;35;7;34;9;42;9;40;9;37;9;39;9;41;9;40;9;37;8;38
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS3 Commerce;GZ Commerce;GZ Commerce, réparation d'automobiles et de motocycles;47 Commerce de détail, à l'exception des automobiles et des motocycles;4779Z Commerce de détail de biens d'occasion en magasin;28;23;76;2815;247600646;76057;4779Z;;;;;;;;;;;1;4;1;4;1;5;1;4;1;4;1;4;1;4;1;3;1;4;1;3;1;2;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4910Z Transport ferroviaire interurbain de voyageurs;28;23;76;2815;247600646;76057;4910Z;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4941A Transports routiers de fret interurbains;28;23;76;2815;247600646;76057;4941A;1;6;1;7;1;8;1;8;1;8;1;6;1;6;2;6;2;6;1;5;1;4;1;3;;;1;43;1;51;1;42;1;39
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;HZ Transports;HZ Transports et entreposage;49 Transports terrestres et transport par conduites;4941C Location de camions avec chauffeur;28;23;76;2815;247600646;76057;4941C;2;39;2;42;1;35;1;31;1;32;1;29;1;28;1;31;1;28;1;20;1;16;1;17;1;19;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS4 Hôtellerie-restauration;IZ Hébergement et restauration;IZ Hébergement et restauration;56 Restauration;5610C Restauration de type rapide;28;23;76;2815;247600646;76057;5610C;3;47;4;60;4;63;4;64;6;110;6;107;5;96;5;90;6;99;7;192;7;154;10;154;9;149;8;159;9;150;9;149;10;158
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;JZ Information et communication;JB Télécommunications;61 Télécommunications;6120Z Télécommunications sans fil;28;23;76;2815;247600646;76057;6120Z;1;9;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;62 Programmation, conseil et autres activités informatiques;6201Z Programmation informatique;28;23;76;2815;247600646;76057;6201Z;;;;;;;;;1;0;;;;;;;;;;;;;;;;;1;0;1;1;1;1;1;1
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;JZ Information et communication;JC Activités informatiques;62 Programmation, conseil et autres activités informatiques;6202A Conseil en systèmes et logiciels informatiques;28;23;76;2815;247600646;76057;6202A;1;6;1;8;1;8;1;9;1;8;1;7;1;7;1;5;;;;;;;;;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;64 Activités des services financiers, hors assurance et caisses de retraite;6419Z Autres intermédiations monétaires;28;23;76;2815;247600646;76057;6419Z;5;28;6;32;6;32;6;33;6;32;6;33;6;31;6;28;6;25;5;23;5;29;5;25;6;31;6;32;6;26;6;26;6;29
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;65 Assurance;6512Z Autres assurances;28;23;76;2815;247600646;76057;6512Z;1;3;1;3;1;3;1;3;1;4;1;3;1;3;1;3;1;3;2;5;2;4;2;4;1;3;1;3;1;4;1;4;1;4
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;KZ Activités financières et d'assurance;KZ Activités financières et d'assurance;66 Activités auxiliaires de services financiers et d'assurance;6622Z Activités des agents et courtiers d'assurances;28;23;76;2815;247600646;76057;6622Z;7;9;6;9;6;9;5;8;5;8;5;8;5;9;6;12;6;14;7;15;7;15;6;14;6;12;7;11;7;10;7;12;6;12
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6810Z Activités des marchands de biens immobiliers;28;23;76;2815;247600646;76057;6810Z;1;2;1;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;LZ Activités immobilières;LZ Activités immobilières;68 Activités immobilières;6820A Location de logements;28;23;76;2815;247600646;76057;6820A;;;;;;;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;;;;;;
Normandie;Haute-Normandie;Seine-Maritime;Rouen;CC Caux - Austreberthe;Barentin;76057 Barentin;GS5 Autres services marchands hors intérim;"MN Activités scientifiques et techniques ; soutien et services administratifs";MA Activités juridiques, de conseil et d'ingénierie;"70 Activités des sièges sociaux ; conseil de gestion";7010Z Activités des sièges sociaux;28;23;76;2815;247600646;76057;7010Z;2;48;1;35;3;11;3;16;1;13;1;12;1;14;1;17;1;14;1;9;1;9;1;12;1;13;1;11;1;13;1;14;1;12
